venue_id,venue_url,venue_name,venue_city,venue_state,venue_country,num_performances
902,/venue:kdkb-studio-phoenix-az,KDKB Studio,Phoenix,AZ,USA,0
903,/venue:kean-college-union-nj,Kean College,Union,NJ,USA,0
904,/venue:kean-university-union-nj,Kean University,Union,NJ,USA,0
905,/venue:keaney-gymnasium-kingston-ri,Keaney Gymnasium,Kingston,RI,USA,1
906,/venue:keller-hall-gymnasium-richmond-va,Keller Hall Gymnasium,Richmond,VA,USA,1
907,/venue:kemper-arena-kansas-city-mo,Kemper Arena,Kansas City,MO,USA,4
908,/venue:kenan-memorial-stadium-chapel-hill-nc,Kenan Memorial Stadium,Chapel Hill,NC,USA,1
909,/venue:kendall-hall-ewing-nj,Kendall Hall,Ewing,NJ,USA,1
910,/venue:kennedy-center-concert-hall-washington-dc,Kennedy Center Concert Hall,Washington,DC,USA,1
911,/venue:kennedy-center-washington-dc,Kennedy Center,Washington,DC,USA,2
912,/venue:kenny-s-castaways-new-york-city-ny,Kenny's Castaways,New York City,NY,USA,12
913,/venue:key-largo-belmar-nj,Key Largo,Belmar,NJ,USA,2
914,/venue:keyarena-at-seattle-center-seattle-wa,KeyArena At Seattle Center,Seattle,WA,USA,2
915,/venue:keyarena-seattle-wa,KeyArena,Seattle,WA,USA,1
916,/venue:keybank-center-buffalo-ny,KeyBank Center,Buffalo,NY,USA,1
917,/venue:keyport-roller-drome-matawan-nj,Matawan-Keyport Roller Drome,Matawan,NJ,USA,4
918,/venue:keystone-hall-kutztown-pa,Keystone Hall,Kutztown,PA,USA,3
919,/venue:keystone-palo-alto-ca,The Keystone,Palo Alto,CA,USA,1
920,/venue:kfc-yum-center-louisville-ky,KFC Yum! Center,Louisville,KY,USA,2
921,/venue:kia-forum-inglewood-ca,Kia Forum,Inglewood,CA,USA,2
922,/venue:kiel-auditorium-st-louis-mo,Kiel Auditorium,St. Louis,MO,USA,1
923,/venue:kiel-center-st-louis-mo,Kiel Center,St. Louis,MO,USA,1
924,/venue:kiel-opera-house-st-louis-mo,Kiel Opera House,St. Louis,MO,USA,3
925,/venue:kilt-studio-houston-tx,KILT Studio,Houston,TX,USA,0
926,/venue:kindl-buhne-wuhlheide-berlin-germany,Kindl-Bühne Wuhlheide,Berlin,,Germany,0
927,/venue:king-s-hall-belfast-northern-ireland,King's Hall,Belfast,,Northern Ireland,2
928,/venue:kirby-field-house-easton-pa,Kirby Field House,Easton,PA,USA,1
929,/venue:kirby-sports-center-easton-pa,Kirby Sports Center,Easton,PA,USA,0
930,/venue:kiva-auditorium-albuquerque-nm,Kiva Auditorium,Albuquerque,NM,USA,1
931,/venue:kleinhans-music-hall-buffalo-ny,Kleinhans Music Hall,Buffalo,NY,USA,2
932,/venue:klipsch-amphitheatre-miami-fl,Klipsch Amphitheatre,Miami,FL,USA,0
933,/venue:klipsch-music-center-noblesville-in,Klipsch Music Center,Noblesville,IN,USA,0
934,/venue:klol-studio-houston-tx,KLOL Studio,Houston,TX,USA,1
935,/venue:kmet-studio-los-angeles-ca,KMET Studio,Los Angeles,CA,USA,0
936,/venue:knickerbocker-arena-albany-ny,Knickerbocker Arena,Albany,NY,USA,0
937,/venue:knights-of-columbus-freehold-nj,Knights Of Columbus,Freehold,NJ,USA,1
938,/venue:koengen-bergen-norway,Koengen,Bergen,,Norway,4
939,/venue:kokuritsu-yoyogi-kyogi-jo-tokyo-japan,Kokuritsu Yoyogi Kyōgi-jō,Tokyo,,Japan,5
940,/venue:kokusai-foramu-tokyo-japan,Tōkyō Kokusai Fōramu,Tokyo,,Japan,4
941,/venue:kolnarena-cologne-germany,Kölnarena,Cologne,,Germany,3
942,/venue:kongresshaus-zurich-switzerland,Zürich Kongresshaus,Zurich,,Switzerland,1
943,/venue:koning-boudewijnstadion-brussels-belgium,Koning Boudewijnstadion,Brussels,,Belgium,1
944,/venue:koningin-elisabethzaal-antwerp-belgium,Koningin Elisabethzaal,Antwerp,,Belgium,1
945,/venue:konserthuset-stockholm-sweden,Stockholms Konserthuset,Stockholm,,Sweden,1
946,/venue:kren-studios-los-angeles-ca,Kren Studios,Los Angeles,CA,USA,0
947,/venue:kulturpalast-dresden-germany,Kulturpalast,Dresden,,Germany,1
948,/venue:l-arena-montpellier-france,L'Arena Montpellier,Montpellier,,France,0
949,/venue:la2-dublin-ireland,LA2,Dublin,,Ireland,0
950,/venue:labatt-s-apollo-london-england,Labatt's Apollo,London,,England,0
951,/venue:lafayette-college-easton-pa,Lafayette College,Easton,PA,USA,0
952,/venue:lafayette-s-music-room-memphis-tn,Lafayette's Music Room,Memphis,TN,USA,0
953,/venue:lake-castaic-ca,Castaic Lake,Castaic,CA,USA,1
954,/venue:lakefront-roadhouse-milwaukee-wi,Lakefront Roadhouse,Milwaukee,WI,USA,0
955,/venue:lakefront-stadium-cleveland-oh,Lakefront Stadium,Cleveland,OH,USA,0
956,/venue:laker-hall-gym-oswego-ny,Laker Hall Gym,Oswego,NY,USA,1
957,/venue:lakeside-ave-cleveland-oh,Lakeside Ave,Cleveland,OH,USA,1
958,/venue:lakewood-church-central-campus-houston-tx,Lakewood Church Central Campus,Houston,TX,USA,0
959,/venue:lancaster-park-christchurch-new-zealand,Lancaster Park,Christchurch,,New Zealand,0
960,/venue:land-rover-arena-bologna-italy,Land Rover Arena,Bologna,,Italy,0
961,/venue:landmark-theater-richmond-va,Landmark Theater,Richmond,VA,USA,0
962,/venue:landmark-theatre-syracuse-ny,Landmark Theatre,Syracuse,NY,USA,1
963,/venue:lane-court-theatre-chicago-il,Lane Court Theatre,Chicago,IL,USA,0
964,/venue:lanxess-arena-cologne-germany,Lanxess Arena,Cologne,,Germany,0
965,/venue:laurel-canyon-new-york-city-ny,Laurel Canyon,New York City,NY,USA,0
966,/venue:leavey-center-santa-clara-ca,Leavey Center,Santa Clara,CA,USA,1
967,/venue:lecture-hall-denver-co,The Lecture Hall,Denver,CO,USA,1
968,/venue:ledge-new-brunswick-nj,The Ledge,New Brunswick,NJ,USA,4
969,/venue:left-foot-freehold-nj,The Left Foot,Freehold,NJ,USA,4
970,/venue:legacy-arena-birmingham-al,Legacy Arena,Birmingham,AL,USA,0
971,/venue:leon-county-civic-center-tallahassee-fl,Leon County Civic Center,Tallahassee,FL,USA,1
972,/venue:leonard-gym-washington-dc,Leonard Gym,Washington,DC,USA,1
973,/venue:les-vieilles-charrues-carhaix-france,Les Vieilles Charrues,Carhaix,,France,1
974,/venue:letzigrund-zurich-switzerland,Letzigrund,Zurich,,Switzerland,3
975,/venue:lg-arena-birmingham-england,LG Arena,Birmingham,,England,0
976,/venue:liberty-hall-houston-tx,Liberty Hall,Houston,TX,USA,7
977,/venue:lincoln-center-new-york-city-ny,Lincoln Center For The Performing Arts,New York City,NY,USA,0
978,/venue:lincoln-financial-field-philadelphia-pa,Lincoln Financial Field,Philadelphia,PA,USA,3
979,/venue:lincoln-hall-auditorium-blackwood-nj,Lincoln Hall Auditorium,Blackwood,NJ,USA,1
980,/venue:lincoln-memorial-washington-dc,Lincoln Memorial,Washington,DC,USA,3
981,/venue:little-caesars-arena-detroit-mi,Little Caesars Arena,Detroit,MI,USA,1
982,/venue:live-nation-amphitheatre-tampa-fl,Live Nation Amphitheatre,Tampa,FL,USA,0
983,/venue:livingston-college-piscataway-nj,Livingston College,Piscataway,NJ,USA,1
984,/venue:lloyd-noble-center-norman-ok,Lloyd Noble Center,Norman,OK,USA,1
985,/venue:lock-stock-and-barrel-fair-haven-nj,Lock Stock And Barrel,Fair Haven,NJ,USA,1
986,/venue:loeb-student-center-new-york-city-ny,Loeb Student Center,New York City,NY,USA,1
987,/venue:loew-s-and-united-artists-state-theatre-louisville-ky,Loew's And United Artists State Theatre,Louisville,KY,USA,0
988,/venue:loew-s-state-theater-syracuse-ny,Loew's State Theater,Syracuse,NY,USA,0
989,/venue:loew-s-state-theatre-providence-ri,Loew's State Theatre,Providence,RI,USA,0
990,/venue:loew-s-theatre-akron-oh,Loew's Theatre,Akron,OH,USA,0
991,/venue:loew-s-theatre-providence-ri,Loew's Theatre,Providence,RI,USA,0
992,/venue:loews-cinema-red-bank-nj,Loews Cinema,Red Bank,NJ,USA,0
993,/venue:lot-los-angeles-ca,The Lot,Los Angeles,CA,USA,0
994,/venue:louis-a-alexander-palestra-rochester-ny,Louis A. Alexander Palestra,Rochester,NY,USA,1
995,/venue:louisburg-farm-wellington-fl,Louisburg Farm,Wellington,FL,USA,1
996,/venue:louisiana-state-university-baton-rouge-la,Louisiana State University,Baton Rouge,LA,USA,0
997,/venue:lozito-residence-bradley-beach-nj,Lozito Residence,Bradley Beach,NJ,USA,0
998,/venue:lso-st-luke-s-london-england,LSO St. Luke's,London,,England,1
999,/venue:lsu-assembly-center-baton-rouge-la,LSU Assembly Center,Baton Rouge,LA,USA,4
1000,/venue:ltu-arena-dusseldorf-germany,LTU Arena,Düsseldorf,,Germany,1
1001,/venue:lyric-theatre-northampton-pa,Lyric Theatre,Northampton,PA,USA,0
1002,/venue:macauley-s-theatre-louisville-ky,Macauley's Theatre,Louisville,KY,USA,1
1003,/venue:macmorland-center-chester-pa,MacMorland Center,Chester,PA,USA,1
1004,/venue:madison-square-garden-new-york-city-ny,Madison Square Garden,New York City,NY,USA,52
1005,/venue:magnetic-hill-moncton-nb,Magnetic Hill,Moncton,NB,Canada,1
1006,/venue:mahalia-jackson-theater-new-orleans-la,Mahalia Jackson Theater,New Orleans,LA,USA,0
1007,/venue:maialino-new-york-city-ny,Maialino,New York City,NY,USA,0
1008,/venue:maimarkthalle-mannheim-germany,Maimarkthalle,Mannheim,,Germany,1
1009,/venue:main-point-bryn-mawr-pa,The Main Point,Bryn Mawr,PA,USA,47
1010,/venue:mainstage-auditorium-salem-ma,Mainstage Auditorium,Salem,MA,USA,1
1011,/venue:majed-j-nesheiwat-convention-center-poughkeepsie-ny,Majed J. Nesheiwat Convention Center,Poughkeepsie,NY,USA,0
1012,/venue:malieveld-the-hague-netherlands,Malieveld,The Hague,,The Netherlands,1
1013,/venue:mall-belmont-in,Belmont Mall,Belmont,IN,USA,0
1014,/venue:mall-cleveland-oh,The Mall,Cleveland,OH,USA,1
1015,/venue:manhattan-center-new-york-city-ny,Manhattan Center,New York City,NY,USA,0
1016,/venue:maple-leaf-bar-new-orleans-la,Maple Leaf Bar,New Orleans,LA,USA,2
1017,/venue:maple-leaf-gardens-toronto-on,Maple Leaf Gardens,Toronto,ON,Canada,5
1018,/venue:marine-midland-arena-buffalo-ny,Marine Midland Arena,Buffalo,NY,USA,1
1019,/venue:marion-huber-theater-red-bank-nj,Marion Huber Theater,Red Bank,NJ,USA,0
1020,/venue:mark-twain-house-hartford-ct,Mark Twain House,Hartford,CT,USA,0
1021,/venue:market-square-arena-indianapolis-in,Market Square Arena,Indianapolis,IN,USA,5
1022,/venue:martell-s-sea-breeze-point-pleasant-beach-nj,Martell's Sea Breeze,Point Pleasant Beach,NJ,USA,1
1023,/venue:marvel-stadium-melbourne-australia,Marvel Stadium,Melbourne,,Australia,0
1024,/venue:mary-e-sawyer-auditorium-la-crosse-wi,Mary E. Sawyer Auditorium,La Crosse,WI,USA,0
1025,/venue:marz-american-style-long-branch-nj,Marz American Style,Long Branch,NJ,USA,1
1026,/venue:masonic-temple-theatre-detroit-mi,Masonic Temple Theatre,Detroit,MI,USA,2
1027,/venue:massey-hall-toronto-on,Massey Hall,Toronto,ON,Canada,1
1028,/venue:massmutual-center-springfield-ma,MassMutual Center,Springfield,MA,USA,0
1029,/venue:matrix-san-francisco-ca,The Matrix,San Francisco,CA,USA,5
1030,/venue:matt-s-saloon-prescott-az,Matt's Saloon,Prescott,AZ,USA,1
1031,/venue:mattison-avenue-asbury-park-nj,Mattison Avenue,Asbury Park,NJ,USA,0
1032,/venue:max-s-bar-grill-long-branch-nj,Max's Bar & Grill,Long Branch,NJ,USA,0
1033,/venue:max-s-kansas-city-new-york-city-ny,Max's Kansas City,New York City,NY,USA,49
1034,/venue:maxwell-s-hoboken-nj,Maxwell's,Hoboken,NJ,USA,0
1035,/venue:mayo-performing-arts-center-morristown-nj,Mayo Performing Arts Center,Morristown,NJ,USA,0
1036,/venue:mc-gym-west-long-branch-nj,MC Gym,West Long Branch,NJ,USA,2
1037,/venue:mcafee-coliseum-oakland-ca,McAfee Coliseum,Oakland,CA,USA,0
1038,/venue:mccabe-s-guitar-shop-santa-monica-ca,McCabe's Guitar Shop,Santa Monica,CA,USA,1
1039,/venue:mcdonough-arena-washington-dc,McDonough Arena,Washington,DC,USA,5
1040,/venue:mcdonough-gymnasium-washington-dc,McDonough Gymnasium,Washington,DC,USA,0
1041,/venue:mcenroe-residence-malibu-ca,McEnroe Residence,Malibu,CA,USA,1
1042,/venue:mcgaw-hall-evanston-il,McGaw Hall,Evanston,IL,USA,1
1043,/venue:mcguirk-stadium-hadley-ma,McGuirk Stadium,Hadley,MA,USA,0
1044,/venue:mch-arena-herning-denmark,MCH Arena,Herning,,Denmark,1
1045,/venue:mci-center-washington-dc,MCI Center,Washington,DC,USA,5
1046,/venue:mcloone-s-rum-runner-sea-bright-nj,McLoone's Rum Runner,Sea Bright,NJ,USA,8
1047,/venue:mcnichols-sports-arena-denver-co,McNichols Sports Arena,Denver,CO,USA,5
1048,/venue:meadowlands-arena-east-rutherford-nj,Meadowlands Arena,East Rutherford,NJ,USA,0
1049,/venue:meadows-amphitheatre-irvine-ca,Irvine Meadows Amphitheatre,Irvine,CA,USA,1
1050,/venue:meadows-music-theatre-hartford-ct,Meadows Music Theatre,Hartford,CT,USA,0
1051,/venue:mean-fiddler-dublin-ireland,The Mean Fiddler,Dublin,,Ireland,1
1052,/venue:mecca-arena-milwaukee-wi,MECCA Arena,Milwaukee,WI,USA,3
1053,/venue:mechanics-bank-theater-and-convention-center-bakersfie,Mechanics Bank Theater And Convention Center,Bakersfield,CA,USA,0
1054,/venue:mediasound-studios-new-york-city-ny,Mediasound Studios,New York City,NY,USA,0
1055,/venue:mediolanum-forum-milan-italy,Mediolanum Forum,Milan,,Italy,0
1056,/venue:megaland-landgraaf-netherlands,Megaland,Landgraaf,,The Netherlands,3
1057,/venue:mellon-arena-pittsburgh-pa,Mellon Arena,Pittsburgh,PA,USA,5
1058,/venue:memorial-auditorium-athens-oh,Memorial Auditorium,Athens,OH,USA,1
1059,/venue:memorial-auditorium-buffalo-ny,Buffalo Memorial Auditorium,Buffalo,NY,USA,3
1060,/venue:memorial-auditorium-burlington-vt,Burlington Memorial Auditorium,Burlington,VT,USA,1
1061,/venue:memorial-auditorium-dallas-tx,Dallas Memorial Auditorium,Dallas,TX,USA,0
1062,/venue:memorial-auditorium-lowell-ma,Lowell Memorial Auditorium,Lowell,MA,USA,1
1063,/venue:memorial-auditorium-sacramento-ca,Sacramento Memorial Auditorium,Sacramento,CA,USA,1
1064,/venue:memorial-auditorium-utica-ny,Utica Memorial Auditorium,Utica,NY,USA,2
1065,/venue:memorial-chapel-concert-hall-schenectady-ny,Memorial Chapel Concert Hall,Schenectady,NY,USA,1
1066,/venue:memorial-civic-auditorium-stockton-ca,Stockton Memorial Civic Auditorium,Stockton,CA,USA,1
1067,/venue:memorial-coliseum-auburn-al,Memorial Coliseum,Auburn,AL,USA,1
1068,/venue:memorial-coliseum-los-angeles-ca,Los Angeles Memorial Coliseum,Los Angeles,CA,USA,5
1069,/venue:memorial-coliseum-portland-or,Memorial Coliseum,Portland,OR,USA,1
1070,/venue:memorial-gymnasium-charlottesville-va,Memorial Gymnasium,Charlottesville,VA,USA,1
1071,/venue:memorial-gymnasium-kent-oh,Memorial Gymnasium,Kent,OH,USA,1
1072,/venue:memorial-hall-kansas-city-ks,Memorial Hall,Kansas City,KS,USA,2
1073,/venue:memorial-sports-arena-los-angeles-ca,Los Angeles Memorial Sports Arena,Los Angeles,CA,USA,34
1074,/venue:men-s-gym-syracuse-ny,Men's Gym,Syracuse,NY,USA,0
1075,/venue:mercer-arena-seattle-wa,Mercer Arena,Seattle,WA,USA,0
1076,/venue:merkur-spielarena-dusseldorf-germany,Merkur Spielarena,Düsseldorf,,Germany,1
1077,/venue:messe-halle-3-frankfurt-germany,"Messe Frankfurt, Halle 3",Frankfurt,,Germany,0
1078,/venue:messecenter-herning-stadion-herning-denmark,Messecenter Herning Stadion,Herning,,Denmark,0
1079,/venue:met-center-bloomington-mn,Met Center,Bloomington,MN,USA,2
1080,/venue:metlife-stadium-east-rutherford-nj,Metlife Stadium,East Rutherford,NJ,USA,11
1081,/venue:metrograph-new-york-city-ny,Metrograph,New York City,NY,USA,0
1082,/venue:metropolitan-center-boston-ma,Metropolitan Center,Boston,MA,USA,0
1083,/venue:metropolitan-museum-of-art-new-york-city-ny,Metropolitan Museum Of Art,New York City,NY,USA,0
1084,/venue:metropolitan-sports-center-bloomington-mn,Metropolitan Sports Center,Bloomington,MN,USA,1
1085,/venue:metropolitan-theatre-boston-ma,Metropolitan Theatre,Boston,MA,USA,0
1086,/venue:mgm-grand-garden-arena-las-vegas-nv,MGM Grand Garden Arena,Las Vegas,NV,USA,1
1087,/venue:mgm-grand-garden-special-events-center-las-vegas-nv,MGM Grand Garden Special Events Center,Las Vegas,NV,USA,0
1088,/venue:mgm-grand-las-vegas-nv,MGM Grand Las Vegas,Las Vegas,NV,USA,0
1089,/venue:miami-university-oxford-oh,Miami University,Oxford,OH,USA,0
1090,/venue:michael-s-restaurant-santa-monica-ca,Michael's Restaurant,Santa Monica,CA,USA,1
1091,/venue:microsoft-theater-los-angeles-ca,Microsoft Theater,Los Angeles,CA,USA,1
1092,/venue:mid-hudson-civic-center-poughkeepsie-ny,Mid-Hudson Civic Center,Poughkeepsie,NY,USA,1
1093,/venue:mid-south-coliseum-memphis-tn,Mid-South Coliseum,Memphis,TN,USA,3
1094,/venue:middle-tennessee-state-university-murfreesboro-tn,Middle Tennessee State University,Murfreesboro,TN,USA,0
1095,/venue:midflorida-credit-union-amphitheatre-tampa-fl,Midflorida Credit Union Amphitheatre,Tampa,FL,USA,1
1096,/venue:mile-high-stadium-denver-co,Mile High Stadium,Denver,CO,USA,2
1097,/venue:millennium-stadium-cardiff-wales,Millennium Stadium,Cardiff,,Wales,2
1098,/venue:miller-high-life-theatre-milwaukee-wi,Miller High Life Theatre,Milwaukee,WI,USA,0
1099,/venue:miller-park-milwaukee-wi,Miller Park,Milwaukee,WI,USA,1
1100,/venue:millett-hall-oxford-oh,Millett Hall,Oxford,OH,USA,2
1101,/venue:millhiser-gymnasium-richmond-va,Millhiser Gymnasium,Richmond,VA,USA,1
1102,/venue:milo-bail-student-center-ballroom-omaha-ne,Milo Bail Student Center Ballroom,Omaha,NE,USA,0
1103,/venue:mitsubishi-electric-halle-dusseldorf-germany,Mitsubishi Electric Halle,Düsseldorf,,Germany,0
1104,/venue:mix-this-studios-pacific-palisades-ca,Mix This Studios,Pacific Palisades,CA,USA,0
1105,/venue:moda-center-portland-or,Moda Center,Portland,OR,USA,2
1106,/venue:mohegan-sun-arena-uncasville-ct,Mohegan Sun Arena,Uncasville,CT,USA,3
1107,/venue:molson-centre-montreal-qc,Molson Centre,Montreal,QC,Canada,0
1108,/venue:monmouth-arts-center-red-bank-nj,Monmouth Arts Center,Red Bank,NJ,USA,14
1109,/venue:monmouth-college-west-long-branch-nj,Monmouth College,West Long Branch,NJ,USA,6
1110,/venue:monmouth-county-museum-freehold-nj,Monmouth County Historical Association Museum,Freehold,NJ,USA,1
1111,/venue:monmouth-hills-clubhouse-rumson-nj,Monmouth Hills Clubhouse,Rumson,NJ,USA,1
1112,/venue:monmouth-medical-center-long-branch-nj,Monmouth Medical Center,Long Branch,NJ,USA,0
1113,/venue:monmouth-university-west-long-branch-nj,Monmouth University,West Long Branch,NJ,USA,0
1114,/venue:monroe-park-richmond-va,Monroe Park,Richmond,VA,USA,2
1115,/venue:moody-center-austin-tx,Moody Center,Austin,TX,USA,1
1116,/venue:moody-theater-austin-tx,Moody Theater,Austin,TX,USA,1
1117,/venue:moravian-college-bethlehem-pa,Moravian College,Bethlehem,PA,USA,0
1118,/venue:mosque-richmond-va,The Mosque,Richmond,VA,USA,3
1119,/venue:mosque-theatre-richmond-va,Mosque Theatre,Richmond,VA,USA,0
1120,/venue:motor-inn-bristol-ri,Bristol Motor Inn,Bristol,RI,USA,1
1121,/venue:motorpoint-arena-sheffield-england,Motorpoint Arena,Sheffield,,England,0
1122,/venue:mount-auburn-cemetary-cambridge-ma,Mount Auburn Cemetary,Cambridge,MA,USA,1
1123,/venue:mountaineer-casino-chester-wv,Mountaineer Casino Racetrack & Resort,Chester,WV,USA,0
1124,/venue:mountaineer-park-chester-wv,Mountaineer Park,Chester,WV,USA,0
1125,/venue:movistar-arena-santiago-chile,Moviestar Arena,Santiago,,Chile,2
1126,/venue:mr-d-s-east-paterson-nj,Mr. D's,East Paterson,NJ,USA,0
1127,/venue:mr-music-inc-studio-bricktown-nj,Mr. Music Inc. Studio,Bricktown,NJ,USA,0
1128,/venue:msu-auditorium-east-lansing-mi,MSU Auditorium,East Lansing,MI,USA,1
1129,/venue:mt-smart-stadium-auckland-new-zealand,Mt. Smart Stadium,Auckland,,New Zealand,3
1130,/venue:mts-centre-winnipeg-mb,MTS Centre,Winnipeg,MB,,0
1131,/venue:mtv-studios-camden-town-england,MTV Studios,Camden Town,,England,1
1132,/venue:mtv-studios-new-york-city-ny,MTV Studios,New York City,NY,USA,1
1133,/venue:multipurpose-activity-center-west-long-branch-nj,Multipurpose Activity Center,West Long Branch,NJ,USA,0
1134,/venue:municipal-auditorium-austin-tx,Municipal Auditorium,Austin,TX,USA,1
1135,/venue:municipal-auditorium-birmingham-al,Municipal Auditorium,Birmingham,AL,USA,0
1136,/venue:municipal-auditorium-jackson-ms,Jackson Municipal Auditorium,Jackson,MS,USA,1
1137,/venue:municipal-auditorium-mobile-al,Mobile Municipal Auditorium,Mobile,AL,USA,1
1138,/venue:municipal-auditorium-nashville-tn,Nashville Municipal Auditorium,Nashville,TN,USA,3
1139,/venue:municipal-auditorium-new-orleans-la,Municipal Auditorium,New Orleans,LA,USA,2
1140,/venue:municipal-auditorium-oklahoma-city-ok,Municipal Auditorium,Oklahoma City,OK,USA,0
1141,/venue:municipal-auditorium-san-antonio-tx,San Antonio Municipal Auditorium,San Antonio,TX,USA,1
1142,/venue:municipal-auditorium-shreveport-la,Shreveport Municipal Auditorium,Shreveport,LA,USA,1
1143,/venue:municipal-auditorium-st-louis-mo,Municipal Auditorium,St. Louis,MO,USA,0
1144,/venue:municipal-auditorium-theater-mobile-al,Municipal Auditorium Theater,Mobile,AL,USA,2
1145,/venue:municipal-grant-park-stadium-chicago-il,Municipal Grant Park Stadium,Chicago,IL,USA,0
1146,/venue:municipal-stadium-cleveland-oh,Municipal Stadium,Cleveland,OH,USA,2
1147,/venue:municipal-stadium-philadelphia-pa,Philadelphia Municipal Stadium,Philadelphia,PA,USA,0
1148,/venue:munn-ice-arena-east-lansing-mi,Munn Ice Arena,East Lansing,MI,USA,1
1149,/venue:murat-shrine-center-indianapolis-in,Murat Shrine Center,Indianapolis,IN,USA,0
1150,/venue:murat-shrine-temple-indianapolis-in,Murat Shrine Temple,Indianapolis,IN,USA,0
1151,/venue:murat-theatre-at-old-national-centre-indianapolis-in,Murat Theatre At Old National Centre,Indianapolis,IN,USA,0
1152,/venue:murat-theatre-indianapolis-in,Murat Theatre,Indianapolis,IN,USA,1
1153,/venue:murphy-center-murfreesboro-tn,Murphy Center,Murfreesboro,TN,USA,1
1154,/venue:museum-of-fine-arts-boston-ma,Museum Of Fine Arts,Boston,MA,USA,0
1155,/venue:music-center-los-angeles-ca,Los Angeles Music Center,Los Angeles,CA,USA,0
1156,/venue:music-fair-westbury-ny,Westbury Music Fair,Westbury,NY,USA,1
1157,/venue:music-hall-austin-tx,Austin Music Hall,Austin,TX,USA,2
1158,/venue:music-hall-boston-ma,Music Hall,Boston,MA,USA,10
1159,/venue:music-hall-cincinnati-oh,Music Hall,Cincinnati,OH,USA,1
1160,/venue:music-hall-cleveland-oh,Music Hall,Cleveland,OH,USA,2
1161,/venue:music-hall-houston-tx,Houston Music Hall,Houston,TX,USA,3
1162,/venue:music-hall-tarrytown-ny,Tarrytown Music Hall,Tarrytown,NY,USA,1
1163,/venue:music-inn-stockbridge-ma,The Music Inn,Stockbridge,MA,USA,1
1164,/venue:music-makers-theater-red-bank-nj,Music Makers Theater,Red Bank,NJ,USA,0
1165,/venue:musical-theatre-sunrise-fl,Sunrise Musical Theatre,Sunrise,FL,USA,2
1166,/venue:muther-s-music-emporium-nashville-tn,Muther's Music Emporium,Nashville,TN,USA,2
1167,/venue:mvp-arena-albany-ny,MVP Arena,Albany,NY,USA,1
1168,/venue:my-father-s-place-roslyn-ny,My Father's Place,Roslyn,NY,USA,20
1169,/venue:nassau-coliseum-uniondale-ny,Nassau Coliseum,Uniondale,NY,USA,8
1170,/venue:nassau-community-college-garden-city-ct,Nassau Community College,Garden City,CT,USA,0
1171,/venue:nassau-community-college-garden-city-ny,Nassau Community College,Garden City,NY,USA,1
1172,/venue:nassau-veterans-memorial-coliseum-uniondale-ny,Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,3
1173,/venue:national-arts-centre-ottawa-on,National Arts Centre,Ottawa,ON,Canada,1
1174,/venue:national-bowl-milton-keynes-england,The National Bowl,Milton Keynes,,England,1
1175,/venue:national-car-rental-center-sunrise-fl,National Car Rental Center,Sunrise,FL,USA,2
1176,/venue:national-film-theatre-london-england,National Film Theatre,London,,England,0
1177,/venue:national-guard-armory-long-branch-nj,National Guard Armory,Long Branch,NJ,USA,2
1178,/venue:national-mall-washington-dc,National Mall,Washington,DC,USA,1
1179,/venue:national-sports-stadium-harare-zimbabwe,National Sports Stadium,Harare,,Zimbabwe,1
1180,/venue:national-sports-stadium-london-england,National Sports Stadium,London,,England,2
1181,/venue:national-stadium-dublin-ireland,National Stadium,Dublin,,Ireland,1
1182,/venue:nationals-park-washington-dc,Nationals Park,Washington,DC,USA,3
1183,/venue:nationwide-arena-columbus-oh,Nationwide Arena,Columbus,OH,USA,3
1184,/venue:nbc-studios-burbank-ca,NBC Studios,Burbank,CA,USA,2
1185,/venue:nbc-studios-new-york-city-ny,NBC Studios,New York City,NY,USA,0
1186,/venue:nec-arena-birmingham-england,NEC Arena,Birmingham,,England,2
1187,/venue:neil-simon-theatre-new-york-city-ny,Neil Simon Theatre,New York City,NY,USA,0
1188,/venue:nep-studios-new-york-city-ny,NEP Studios,New York City,NY,USA,2
1189,/venue:nepstadion-budapest-hungary,Népstadion,Budapest,,Hungary,1
1190,/venue:network-associates-coliseum-oakland-ca,Network Associates Coliseum,Oakland,CA,USA,0
1191,/venue:new-england-dodge-music-center-hartford-ct,New England Dodge Music Center,Hartford,CT,USA,0
1192,/venue:new-era-field-orchard-park-ny,New Era Field,Orchard Park,NY,USA,0
1193,/venue:new-forum-montreal-qc,New Montreal Forum,Montreal,QC,Canada,0
1194,/venue:new-meadowlands-stadium-east-rutherford-nj,New Meadowlands Stadium,East Rutherford,NJ,USA,0
1195,/venue:new-plaza-theater-linden-nj,New Plaza Theater,Linden,NJ,USA,1
1196,/venue:new-world-music-theatre-tinley-park-il,New World Music Theatre,Tinley Park,IL,USA,0
1197,/venue:newark-state-college-union-nj,Newark State College,Union,NJ,USA,1
1198,/venue:nextstage-performance-theater-grand-prairie-tx,NextStage Performance Theater,Grand Prairie,TX,USA,0
1199,/venue:niagara-university-lewiston-ny,Niagara University,Lewiston,NY,USA,0
1200,/venue:nick-s-fat-city-pittsburgh-pa,Nick's Fat City,Pittsburgh,PA,USA,3
1201,/venue:niedersachsenstadion-hannover-germany,Niedersachsenstadion,Hannover,,Germany,0
